,index,Series,Year,Value,Country
4880,MKD,Real GDP Growth (in %),2027,3.8,North Macedonia
4881,MLI,Real GDP Growth (in %),2027,5.0,Mali
4883,MMR,Real GDP Growth (in %),2027,2.9,Myanmar
4884,MNE,Real GDP Growth (in %),2027,3.0,Montenegro
4885,MNG,Real GDP Growth (in %),2027,5.0,Mongolia
4886,MOZ,Real GDP Growth (in %),2027,15.5,Mozambique
4887,MRT,Real GDP Growth (in %),2027,5.1,Mauritania
4888,MUS,Real GDP Growth (in %),2027,3.3,Mauritius
4889,MWI,Real GDP Growth (in %),2027,4.5,Malawi
4890,MYS,Real GDP Growth (in %),2027,3.9,Malaysia
4891,NAM,Real GDP Growth (in %),2027,2.6,Namibia
4893,NER,Real GDP Growth (in %),2027,6.0,Niger
4894,NGA,Real GDP Growth (in %),2027,3.0,Nigeria
4895,NIC,Real GDP Growth (in %),2027,3.5,Nicaragua
4899,NPL,Real GDP Growth (in %),2027,5.2,Nepal
4900,NRU,Real GDP Growth (in %),2027,2.2,Nauru
4905,PAK,Real GDP Growth (in %),2027,5.0,Pakistan
4906,PAN,Real GDP Growth (in %),2027,4.0,Panama
4907,PER,Real GDP Growth (in %),2027,3.0,Peru
4908,PHL,Real GDP Growth (in %),2027,6.3,Philippines
4910,PLW,Real GDP Growth (in %),2027,3.2,Palau
4911,PNG,Real GDP Growth (in %),2027,3.0,Papua New Guinea
4915,PRY,Real GDP Growth (in %),2027,3.5,Paraguay
4919,RWA,Real GDP Growth (in %),2027,6.2,Rwanda
4922,SDN,Real GDP Growth (in %),2027,3.0,Sudan
4923,SEN,Real GDP Growth (in %),2027,5.0,Senegal
4926,SLB,Real GDP Growth (in %),2027,3.0,Solomon Islands
4927,SLE,Real GDP Growth (in %),2027,4.5,Sierra Leone
4928,SLV,Real GDP Growth (in %),2027,2.1,El Salvador
4931,SOM,Real GDP Growth (in %),2027,4.1,Somalia
4932,SRB,Real GDP Growth (in %),2027,4.0,Serbia
4934,SSD,Real GDP Growth (in %),2027,4.4,South Sudan
4936,STP,Real GDP Growth (in %),2027,3.6,Sao Tome and Principe
4937,SUR,Real GDP Growth (in %),2027,3.0,Suriname
4941,SWZ,Real GDP Growth (in %),2027,2.4,Eswatini
4943,SYR,Real GDP Growth (in %),2027,,Syrian Arab Republic
4944,TCD,Real GDP Growth (in %),2027,3.7,Chad
4945,TGO,Real GDP Growth (in %),2027,5.5,Togo
4946,THA,Real GDP Growth (in %),2027,3.0,Thailand
4947,TJK,Real GDP Growth (in %),2027,4.0,Tajikistan
4948,TKM,Real GDP Growth (in %),2027,2.3,Turkmenistan
4949,TLS,Real GDP Growth (in %),2027,3.0,Timor-Leste
4950,TON,Real GDP Growth (in %),2027,1.8,Tonga
4952,TUN,Real GDP Growth (in %),2027,2.6,Tunisia
4953,TUR,Real GDP Growth (in %),2027,3.0,Türkiye
4954,TUV,Real GDP Growth (in %),2027,2.2,Tuvalu
4956,TZA,Real GDP Growth (in %),2027,7.0,Tanzania
4957,UGA,Real GDP Growth (in %),2027,6.8,Uganda
4958,UKR,Real GDP Growth (in %),2027,,Ukraine
4962,UZB,Real GDP Growth (in %),2027,5.5,Uzbekistan
4963,VCT,Real GDP Growth (in %),2027,2.7,Saint Vincent and the Grenadines
4964,VEN,Real GDP Growth (in %),2027,,Venezuela
4965,VNM,Real GDP Growth (in %),2027,6.7,Viet Nam
4966,VUT,Real GDP Growth (in %),2027,3.0,Vanuatu
4972,WSM,Real GDP Growth (in %),2027,2.6,Samoa
4973,YEM,Real GDP Growth (in %),2027,6.0,Yemen
4974,ZAF,Real GDP Growth (in %),2027,1.4,South Africa
4975,ZMB,Real GDP Growth (in %),2027,5.0,Zambia
4976,ZWE,Real GDP Growth (in %),2027,2.9,Zimbabwe
4979,AFG,Current account balance (% of GDP),2027,,Afghanistan
4981,AGO,Current account balance (% of GDP),2027,0.8,Angola
4982,ALB,Current account balance (% of GDP),2027,-7.4,Albania
4986,ARG,Current account balance (% of GDP),2027,0.7,Argentina
4987,ARM,Current account balance (% of GDP),2027,-4.5,Armenia
4989,ATG,Current account balance (% of GDP),2027,-10.9,Antigua and Barbuda
4992,AZE,Current account balance (% of GDP),2027,9.2,Azerbaijan
4994,BDI,Current account balance (% of GDP),2027,-10.7,Burundi
4996,BEN,Current account balance (% of GDP),2027,-4.2,Benin
4997,BFA,Current account balance (% of GDP),2027,-2.8,Burkina Faso
4998,BGD,Current account balance (% of GDP),2027,-3.0,Bangladesh
5002,BIH,Current account balance (% of GDP),2027,-3.2,Bosnia and Herzegovina
5003,BLR,Current account balance (% of GDP),2027,0.8,Belarus
5004,BLZ,Current account balance (% of GDP),2027,-7.3,Belize
5005,BOL,Current account balance (% of GDP),2027,-3.4,Bolivia
5006,BRA,Current account balance (% of GDP),2027,-2.5,Brazil
5009,BTN,Current account balance (% of GDP),2027,-5.8,Bhutan
5010,BWA,Current account balance (% of GDP),2027,4.3,Botswana
5011,CAF,Current account balance (% of GDP),2027,-4.6,Central African Republic
5017,CHN,Current account balance (% of GDP),2027,0.5,China (People's Republic of)
5018,CIV,Current account balance (% of GDP),2027,-3.8,Côte d'Ivoire
5020,CMR,Current account balance (% of GDP),2027,-2.5,Cameroon
5021,COD,Current account balance (% of GDP),2027,-1.7,Democratic Republic of the Congo
5022,COG,Current account balance (% of GDP),2027,0.6,Congo
5023,COL,Current account balance (% of GDP),2027,-4.1,Colombia
5024,COM,Current account balance (% of GDP),2027,-5.1,Comoros
5025,CPV,Current account balance (% of GDP),2027,-3.0,Cabo Verde
5026,CRI,Current account balance (% of GDP),2027,-2.9,Costa Rica
5031,DJI,Current account balance (% of GDP),2027,1.1,Djibouti
5032,DMA,Current account balance (% of GDP),2027,-14.5,Dominica
5034,DOM,Current account balance (% of GDP),2027,-3.4,Dominican Republic
5035,DZA,Current account balance (% of GDP),2027,-5.7,Algeria
5037,ECU,Current account balance (% of GDP),2027,2.0,Ecuador
5040,EGY,Current account balance (% of GDP),2027,-2.0,Egypt
5041,ERI,Current account balance (% of GDP),2027,9.5,Eritrea
5044,ETH,Current account balance (% of GDP),2027,-1.9,Ethiopia
5049,FJI,Current account balance (% of GDP),2027,-8.5,Fiji
5051,FSM,Current account balance (% of GDP),2027,-7.3,Micronesia
5052,GAB,Current account balance (% of GDP),2027,-3.0,Gabon
5054,GEO,Current account balance (% of GDP),2027,-4.8,Georgia
5055,GHA,Current account balance (% of GDP),2027,-3.0,Ghana
5056,GIN,Current account balance (% of GDP),2027,-3.0,Guinea
5057,GMB,Current account balance (% of GDP),2027,-9.7,Gambia
5058,GNB,Current account balance (% of GDP),2027,-4.0,Guinea-Bissau
5059,GNQ,Current account balance (% of GDP),2027,-7.7,Equatorial Guinea
5061,GRD,Current account balance (% of GDP),2027,-10.9,Grenada
5062,GTM,Current account balance (% of GDP),2027,0.9,Guatemala
5063,GUY,Current account balance (% of GDP),2027,22.4,Guyana
5065,HND,Current account balance (% of GDP),2027,-3.5,Honduras
5067,HTI,Current account balance (% of GDP),2027,-0.9,Haiti
5069,IDN,Current account balance (% of GDP),2027,-1.5,Indonesia
5070,IND,Current account balance (% of GDP),2027,-2.4,India
5072,IRN,Current account balance (% of GDP),2027,2.2,Iran
5073,IRQ,Current account balance (% of GDP),2027,-4.5,Iraq
5077,JAM,Current account balance (% of GDP),2027,-2.0,Jamaica
5078,JOR,Current account balance (% of GDP),2027,-3.0,Jordan
5080,KAZ,Current account balance (% of GDP),2027,-2.8,Kazakhstan
5081,KEN,Current account balance (% of GDP),2027,-5.1,Kenya
5082,KGZ,Current account balance (% of GDP),2027,-7.9,Kyrgyzstan
5083,KHM,Current account balance (% of GDP),2027,-6.8,Cambodia
5084,KIR,Current account balance (% of GDP),2027,6.2,Kiribati
5088,LAO,Current account balance (% of GDP),2027,-7.6,Lao People's Democratic Republic
5089,LBN,Current account balance (% of GDP),2027,,Lebanon
5090,LBR,Current account balance (% of GDP),2027,-14.7,Liberia
5091,LBY,Current account balance (% of GDP),2027,-0.4,Libya
5092,LCA,Current account balance (% of GDP),2027,0.2,Saint Lucia
5093,LKA,Current account balance (% of GDP),2027,-1.3,Sri Lanka
5094,LSO,Current account balance (% of GDP),2027,-3.1,Lesotho
5100,MAR,Current account balance (% of GDP),2027,-3.1,Morocco
5101,MDA,Current account balance (% of GDP),2027,-8.7,Moldova
5102,MDG,Current account balance (% of GDP),2027,-3.6,Madagascar
5103,MDV,Current account balance (% of GDP),2027,-9.1,Maldives
5106,MEX,Current account balance (% of GDP),2027,-1.0,Mexico
5107,MHL,Current account balance (% of GDP),2027,-3.1,Marshall Islands
5108,MKD,Current account balance (% of GDP),2027,-3.5,North Macedonia
5109,MLI,Current account balance (% of GDP),2027,-4.1,Mali
5111,MMR,Current account balance (% of GDP),2027,-1.3,Myanmar
5112,MNE,Current account balance (% of GDP),2027,-12.1,Montenegro
5113,MNG,Current account balance (% of GDP),2027,-11.8,Mongolia
5114,MOZ,Current account balance (% of GDP),2027,-26.8,Mozambique
5115,MRT,Current account balance (% of GDP),2027,-6.5,Mauritania
5116,MUS,Current account balance (% of GDP),2027,-4.8,Mauritius
5117,MWI,Current account balance (% of GDP),2027,-9.2,Malawi
5118,MYS,Current account balance (% of GDP),2027,3.0,Malaysia
5119,NAM,Current account balance (% of GDP),2027,-3.2,Namibia
5121,NER,Current account balance (% of GDP),2027,-8.8,Niger
5122,NGA,Current account balance (% of GDP),2027,-0.2,Nigeria
5123,NIC,Current account balance (% of GDP),2027,-2.6,Nicaragua
5127,NPL,Current account balance (% of GDP),2027,-4.3,Nepal
5128,NRU,Current account balance (% of GDP),2027,-0.8,Nauru
5133,PAK,Current account balance (% of GDP),2027,-2.5,Pakistan
5134,PAN,Current account balance (% of GDP),2027,-3.0,Panama
5135,PER,Current account balance (% of GDP),2027,-1.6,Peru
5136,PHL,Current account balance (% of GDP),2027,-0.9,Philippines
5138,PLW,Current account balance (% of GDP),2027,-29.3,Palau
5139,PNG,Current account balance (% of GDP),2027,23.2,Papua New Guinea
5142,PRY,Current account balance (% of GDP),2027,-1.4,Paraguay
5146,RWA,Current account balance (% of GDP),2027,-7.7,Rwanda
5149,SDN,Current account balance (% of GDP),2027,-8.1,Sudan
5150,SEN,Current account balance (% of GDP),2027,-5.3,Senegal
5153,SLB,Current account balance (% of GDP),2027,-7.2,Solomon Islands
5154,SLE,Current account balance (% of GDP),2027,-2.2,Sierra Leone
5155,SLV,Current account balance (% of GDP),2027,-5.6,El Salvador
5158,SOM,Current account balance (% of GDP),2027,-14.5,Somalia
5159,SRB,Current account balance (% of GDP),2027,-4.6,Serbia
5161,SSD,Current account balance (% of GDP),2027,-0.8,South Sudan
5163,STP,Current account balance (% of GDP),2027,-7.2,Sao Tome and Principe
5164,SUR,Current account balance (% of GDP),2027,-1.8,Suriname
5168,SWZ,Current account balance (% of GDP),2027,2.1,Eswatini
5170,SYR,Current account balance (% of GDP),2027,,Syrian Arab Republic
5171,TCD,Current account balance (% of GDP),2027,-5.1,Chad
5172,TGO,Current account balance (% of GDP),2027,-2.7,Togo
5173,THA,Current account balance (% of GDP),2027,3.5,Thailand
5174,TJK,Current account balance (% of GDP),2027,-2.9,Tajikistan
5175,TKM,Current account balance (% of GDP),2027,-0.5,Turkmenistan
5176,TLS,Current account balance (% of GDP),2027,-51.3,Timor-Leste
5177,TON,Current account balance (% of GDP),2027,-12.9,Tonga
5179,TUN,Current account balance (% of GDP),2027,-4.7,Tunisia
5180,TUR,Current account balance (% of GDP),2027,-2.2,Türkiye
5181,TUV,Current account balance (% of GDP),2027,-4.6,Tuvalu
5183,TZA,Current account balance (% of GDP),2027,-2.6,Tanzania
5184,UGA,Current account balance (% of GDP),2027,-10.3,Uganda
5185,UKR,Current account balance (% of GDP),2027,,Ukraine
5189,UZB,Current account balance (% of GDP),2027,-4.7,Uzbekistan
5190,VCT,Current account balance (% of GDP),2027,-9.3,Saint Vincent and the Grenadines
5191,VEN,Current account balance (% of GDP),2027,,Venezuela
5192,VNM,Current account balance (% of GDP),2027,1.6,Viet Nam
5193,VUT,Current account balance (% of GDP),2027,2.3,Vanuatu
5198,WSM,Current account balance (% of GDP),2027,-2.3,Samoa
5199,YEM,Current account balance (% of GDP),2027,-2.5,Yemen
5200,ZAF,Current account balance (% of GDP),2027,-2.1,South Africa
5201,ZMB,Current account balance (% of GDP),2027,7.8,Zambia
5202,ZWE,Current account balance (% of GDP),2027,0.6,Zimbabwe
5205,AFG,Change of average inflation rate consumer prices (in %),2027,,Afghanistan
5207,AGO,Change of average inflation rate consumer prices (in %),2027,9.1,Angola
5208,ALB,Change of average inflation rate consumer prices (in %),2027,3.0,Albania
5212,ARG,Change of average inflation rate consumer prices (in %),2027,37.1,Argentina
5213,ARM,Change of average inflation rate consumer prices (in %),2027,4.1,Armenia
5215,ATG,Change of average inflation rate consumer prices (in %),2027,2.0,Antigua and Barbuda
5218,AZE,Change of average inflation rate consumer prices (in %),2027,4.0,Azerbaijan
5220,BDI,Change of average inflation rate consumer prices (in %),2027,7.0,Burundi
5222,BEN,Change of average inflation rate consumer prices (in %),2027,2.0,Benin
5223,BFA,Change of average inflation rate consumer prices (in %),2027,2.0,Burkina Faso
5224,BGD,Change of average inflation rate consumer prices (in %),2027,5.5,Bangladesh
5228,BIH,Change of average inflation rate consumer prices (in %),2027,2.0,Bosnia and Herzegovina
5229,BLR,Change of average inflation rate consumer prices (in %),2027,5.0,Belarus
5230,BLZ,Change of average inflation rate consumer prices (in %),2027,1.2,Belize
5231,BOL,Change of average inflation rate consumer prices (in %),2027,3.5,Bolivia
5232,BRA,Change of average inflation rate consumer prices (in %),2027,3.0,Brazil
5235,BTN,Change of average inflation rate consumer prices (in %),2027,4.0,Bhutan
5236,BWA,Change of average inflation rate consumer prices (in %),2027,4.5,Botswana
5237,CAF,Change of average inflation rate consumer prices (in %),2027,2.5,Central African Republic
5243,CHN,Change of average inflation rate consumer prices (in %),2027,2.2,China (People's Republic of)
5244,CIV,Change of average inflation rate consumer prices (in %),2027,2.0,Côte d'Ivoire
5246,CMR,Change of average inflation rate consumer prices (in %),2027,2.0,Cameroon
5247,COD,Change of average inflation rate consumer prices (in %),2027,6.3,Democratic Republic of the Congo
5248,COG,Change of average inflation rate consumer prices (in %),2027,3.0,Congo
5249,COL,Change of average inflation rate consumer prices (in %),2027,3.0,Colombia
5250,COM,Change of average inflation rate consumer prices (in %),2027,2.0,Comoros
5251,CPV,Change of average inflation rate consumer prices (in %),2027,2.0,Cabo Verde
5252,CRI,Change of average inflation rate consumer prices (in %),2027,2.9,Costa Rica
5257,DJI,Change of average inflation rate consumer prices (in %),2027,2.5,Djibouti
5258,DMA,Change of average inflation rate consumer prices (in %),2027,2.0,Dominica
5260,DOM,Change of average inflation rate consumer prices (in %),2027,4.0,Dominican Republic
5261,DZA,Change of average inflation rate consumer prices (in %),2027,5.6,Algeria
5263,ECU,Change of average inflation rate consumer prices (in %),2027,1.5,Ecuador
5266,EGY,Change of average inflation rate consumer prices (in %),2027,6.0,Egypt
5267,ERI,Change of average inflation rate consumer prices (in %),2027,5.0,Eritrea
5270,ETH,Change of average inflation rate consumer prices (in %),2027,12.4,Ethiopia
5275,FJI,Change of average inflation rate consumer prices (in %),2027,2.5,Fiji
5277,FSM,Change of average inflation rate consumer prices (in %),2027,2.0,Micronesia
5278,GAB,Change of average inflation rate consumer prices (in %),2027,2.7,Gabon
5280,GEO,Change of average inflation rate consumer prices (in %),2027,3.0,Georgia
5281,GHA,Change of average inflation rate consumer prices (in %),2027,8.0,Ghana
5282,GIN,Change of average inflation rate consumer prices (in %),2027,7.5,Guinea
5283,GMB,Change of average inflation rate consumer prices (in %),2027,5.0,Gambia
5284,GNB,Change of average inflation rate consumer prices (in %),2027,2.0,Guinea-Bissau
5285,GNQ,Change of average inflation rate consumer prices (in %),2027,3.4,Equatorial Guinea
5287,GRD,Change of average inflation rate consumer prices (in %),2027,2.0,Grenada
5288,GTM,Change of average inflation rate consumer prices (in %),2027,4.0,Guatemala
5289,GUY,Change of average inflation rate consumer prices (in %),2027,5.0,Guyana
5291,HND,Change of average inflation rate consumer prices (in %),2027,4.0,Honduras
5293,HTI,Change of average inflation rate consumer prices (in %),2027,9.7,Haiti
5295,IDN,Change of average inflation rate consumer prices (in %),2027,2.5,Indonesia
5296,IND,Change of average inflation rate consumer prices (in %),2027,4.0,India
5298,IRN,Change of average inflation rate consumer prices (in %),2027,25.0,Iran
5299,IRQ,Change of average inflation rate consumer prices (in %),2027,2.1,Iraq
5303,JAM,Change of average inflation rate consumer prices (in %),2027,5.0,Jamaica
5304,JOR,Change of average inflation rate consumer prices (in %),2027,2.5,Jordan
5306,KAZ,Change of average inflation rate consumer prices (in %),2027,5.2,Kazakhstan
5307,KEN,Change of average inflation rate consumer prices (in %),2027,4.9,Kenya
5308,KGZ,Change of average inflation rate consumer prices (in %),2027,4.8,Kyrgyzstan
5309,KHM,Change of average inflation rate consumer prices (in %),2027,3.0,Cambodia
5310,KIR,Change of average inflation rate consumer prices (in %),2027,1.8,Kiribati
5314,LAO,Change of average inflation rate consumer prices (in %),2027,3.0,Lao People's Democratic Republic
5315,LBN,Change of average inflation rate consumer prices (in %),2027,,Lebanon
5316,LBR,Change of average inflation rate consumer prices (in %),2027,4.7,Liberia
5317,LBY,Change of average inflation rate consumer prices (in %),2027,2.9,Libya
5318,LCA,Change of average inflation rate consumer prices (in %),2027,2.0,Saint Lucia
5319,LKA,Change of average inflation rate consumer prices (in %),2027,5.1,Sri Lanka
5320,LSO,Change of average inflation rate consumer prices (in %),2027,5.5,Lesotho
5326,MAR,Change of average inflation rate consumer prices (in %),2027,2.0,Morocco
5327,MDA,Change of average inflation rate consumer prices (in %),2027,5.0,Moldova
5328,MDG,Change of average inflation rate consumer prices (in %),2027,6.7,Madagascar
5329,MDV,Change of average inflation rate consumer prices (in %),2027,2.0,Maldives
5332,MEX,Change of average inflation rate consumer prices (in %),2027,3.0,Mexico
5333,MHL,Change of average inflation rate consumer prices (in %),2027,2.0,Marshall Islands
5334,MKD,Change of average inflation rate consumer prices (in %),2027,2.0,North Macedonia
5335,MLI,Change of average inflation rate consumer prices (in %),2027,2.0,Mali
5337,MMR,Change of average inflation rate consumer prices (in %),2027,7.8,Myanmar
5338,MNE,Change of average inflation rate consumer prices (in %),2027,2.0,Montenegro
5339,MNG,Change of average inflation rate consumer prices (in %),2027,6.5,Mongolia
5340,MOZ,Change of average inflation rate consumer prices (in %),2027,5.5,Mozambique
5341,MRT,Change of average inflation rate consumer prices (in %),2027,4.0,Mauritania
5342,MUS,Change of average inflation rate consumer prices (in %),2027,3.8,Mauritius
5343,MWI,Change of average inflation rate consumer prices (in %),2027,6.8,Malawi
5344,MYS,Change of average inflation rate consumer prices (in %),2027,2.4,Malaysia
5345,NAM,Change of average inflation rate consumer prices (in %),2027,4.6,Namibia
5347,NER,Change of average inflation rate consumer prices (in %),2027,2.0,Niger
5348,NGA,Change of average inflation rate consumer prices (in %),2027,14.0,Nigeria
5349,NIC,Change of average inflation rate consumer prices (in %),2027,4.0,Nicaragua
5353,NPL,Change of average inflation rate consumer prices (in %),2027,5.4,Nepal
5354,NRU,Change of average inflation rate consumer prices (in %),2027,2.3,Nauru
5359,PAK,Change of average inflation rate consumer prices (in %),2027,6.5,Pakistan
5360,PAN,Change of average inflation rate consumer prices (in %),2027,2.0,Panama
5361,PER,Change of average inflation rate consumer prices (in %),2027,2.0,Peru
5362,PHL,Change of average inflation rate consumer prices (in %),2027,3.0,Philippines
5364,PLW,Change of average inflation rate consumer prices (in %),2027,0.9,Palau
5365,PNG,Change of average inflation rate consumer prices (in %),2027,4.5,Papua New Guinea
5369,PRY,Change of average inflation rate consumer prices (in %),2027,4.0,Paraguay
5373,RWA,Change of average inflation rate consumer prices (in %),2027,5.0,Rwanda
5376,SDN,Change of average inflation rate consumer prices (in %),2027,26.1,Sudan
5377,SEN,Change of average inflation rate consumer prices (in %),2027,2.0,Senegal
5380,SLB,Change of average inflation rate consumer prices (in %),2027,3.3,Solomon Islands
5381,SLE,Change of average inflation rate consumer prices (in %),2027,11.0,Sierra Leone
5382,SLV,Change of average inflation rate consumer prices (in %),2027,1.7,El Salvador
5384,SOM,Change of average inflation rate consumer prices (in %),2027,3.2,Somalia
5385,SRB,Change of average inflation rate consumer prices (in %),2027,3.0,Serbia
5387,SSD,Change of average inflation rate consumer prices (in %),2027,8.0,South Sudan
5389,STP,Change of average inflation rate consumer prices (in %),2027,5.0,Sao Tome and Principe
5390,SUR,Change of average inflation rate consumer prices (in %),2027,7.5,Suriname
5394,SWZ,Change of average inflation rate consumer prices (in %),2027,4.4,Eswatini
5396,SYR,Change of average inflation rate consumer prices (in %),2027,,Syrian Arab Republic
5397,TCD,Change of average inflation rate consumer prices (in %),2027,3.0,Chad
5398,TGO,Change of average inflation rate consumer prices (in %),2027,1.7,Togo
5399,THA,Change of average inflation rate consumer prices (in %),2027,2.0,Thailand
5400,TJK,Change of average inflation rate consumer prices (in %),2027,6.5,Tajikistan
5401,TKM,Change of average inflation rate consumer prices (in %),2027,10.0,Turkmenistan
5402,TLS,Change of average inflation rate consumer prices (in %),2027,2.0,Timor-Leste
5403,TON,Change of average inflation rate consumer prices (in %),2027,3.2,Tonga
5405,TUN,Change of average inflation rate consumer prices (in %),2027,5.1,Tunisia
5406,TUR,Change of average inflation rate consumer prices (in %),2027,20.0,Türkiye
5407,TUV,Change of average inflation rate consumer prices (in %),2027,2.9,Tuvalu
5409,TZA,Change of average inflation rate consumer prices (in %),2027,4.4,Tanzania
5410,UGA,Change of average inflation rate consumer prices (in %),2027,5.0,Uganda
5411,UKR,Change of average inflation rate consumer prices (in %),2027,,Ukraine
5415,UZB,Change of average inflation rate consumer prices (in %),2027,5.1,Uzbekistan
5416,VCT,Change of average inflation rate consumer prices (in %),2027,2.0,Saint Vincent and the Grenadines
5417,VEN,Change of average inflation rate consumer prices (in %),2027,,Venezuela
5418,VNM,Change of average inflation rate consumer prices (in %),2027,4.0,Viet Nam
5419,VUT,Change of average inflation rate consumer prices (in %),2027,3.1,Vanuatu
5425,WSM,Change of average inflation rate consumer prices (in %),2027,3.0,Samoa
5426,YEM,Change of average inflation rate consumer prices (in %),2027,10.0,Yemen
5427,ZAF,Change of average inflation rate consumer prices (in %),2027,4.5,South Africa
5428,ZMB,Change of average inflation rate consumer prices (in %),2027,7.0,Zambia
5429,ZWE,Change of average inflation rate consumer prices (in %),2027,52.3,Zimbabwe
5432,AFG,General Government Debt (% of GDP),2028,,Afghanistan
5434,AGO,General Government Debt (% of GDP),2028,49.5,Angola
5435,ALB,General Government Debt (% of GDP),2028,62.9,Albania
5439,ARG,General Government Debt (% of GDP),2028,65.4,Argentina
5440,ARM,General Government Debt (% of GDP),2028,50.2,Armenia
5442,ATG,General Government Debt (% of GDP),2028,67.6,Antigua and Barbuda
5445,AZE,General Government Debt (% of GDP),2028,33.6,Azerbaijan
5447,BDI,General Government Debt (% of GDP),2028,44.8,Burundi
5449,BEN,General Government Debt (% of GDP),2028,47.4,Benin
5450,BFA,General Government Debt (% of GDP),2028,58.9,Burkina Faso
5451,BGD,General Government Debt (% of GDP),2028,43.6,Bangladesh
5455,BIH,General Government Debt (% of GDP),2028,30.8,Bosnia and Herzegovina
5456,BLR,General Government Debt (% of GDP),2028,33.1,Belarus
5457,BLZ,General Government Debt (% of GDP),2028,53.5,Belize
5458,BOL,General Government Debt (% of GDP),2028,83.1,Bolivia
5459,BRA,General Government Debt (% of GDP),2028,96.2,Brazil
5462,BTN,General Government Debt (% of GDP),2028,123.8,Bhutan
5463,BWA,General Government Debt (% of GDP),2028,13.7,Botswana
5464,CAF,General Government Debt (% of GDP),2028,43.0,Central African Republic
5470,CHN,General Government Debt (% of GDP),2028,104.9,China (People's Republic of)
5471,CIV,General Government Debt (% of GDP),2028,51.6,Côte d'Ivoire
5473,CMR,General Government Debt (% of GDP),2028,36.8,Cameroon
5474,COD,General Government Debt (% of GDP),2028,3.6,Democratic Republic of the Congo
5475,COG,General Government Debt (% of GDP),2028,70.2,Congo
5476,COL,General Government Debt (% of GDP),2028,58.3,Colombia
5477,COM,General Government Debt (% of GDP),2028,39.4,Comoros
5478,CPV,General Government Debt (% of GDP),2028,103.8,Cabo Verde
5479,CRI,General Government Debt (% of GDP),2028,57.2,Costa Rica
5484,DJI,General Government Debt (% of GDP),2028,29.1,Djibouti
5485,DMA,General Government Debt (% of GDP),2028,89.7,Dominica
5487,DOM,General Government Debt (% of GDP),2028,54.8,Dominican Republic
5488,DZA,General Government Debt (% of GDP),2028,70.2,Algeria
5490,ECU,General Government Debt (% of GDP),2028,,Ecuador
5493,EGY,General Government Debt (% of GDP),2028,78.0,Egypt
5494,ERI,General Government Debt (% of GDP),2028,94.7,Eritrea
5497,ETH,General Government Debt (% of GDP),2028,28.5,Ethiopia
5502,FJI,General Government Debt (% of GDP),2028,87.2,Fiji
5504,FSM,General Government Debt (% of GDP),2028,41.0,Micronesia
5505,GAB,General Government Debt (% of GDP),2028,56.8,Gabon
5507,GEO,General Government Debt (% of GDP),2028,37.8,Georgia
5508,GHA,General Government Debt (% of GDP),2028,86.8,Ghana
5509,GIN,General Government Debt (% of GDP),2028,28.4,Guinea
5510,GMB,General Government Debt (% of GDP),2028,50.9,Gambia
5511,GNB,General Government Debt (% of GDP),2028,70.1,Guinea-Bissau
5512,GNQ,General Government Debt (% of GDP),2028,29.5,Equatorial Guinea
5514,GRD,General Government Debt (% of GDP),2028,46.1,Grenada
5515,GTM,General Government Debt (% of GDP),2028,27.5,Guatemala
5516,GUY,General Government Debt (% of GDP),2028,18.6,Guyana
5518,HND,General Government Debt (% of GDP),2028,,Honduras
5520,HTI,General Government Debt (% of GDP),2028,22.8,Haiti
5522,IDN,General Government Debt (% of GDP),2028,37.3,Indonesia
5523,IND,General Government Debt (% of GDP),2028,83.6,India
5525,IRN,General Government Debt (% of GDP),2028,38.1,Iran
5526,IRQ,General Government Debt (% of GDP),2028,71.7,Iraq
5530,JAM,General Government Debt (% of GDP),2028,52.6,Jamaica
5531,JOR,General Government Debt (% of GDP),2028,75.8,Jordan
5533,KAZ,General Government Debt (% of GDP),2028,34.8,Kazakhstan
5534,KEN,General Government Debt (% of GDP),2028,59.5,Kenya
5535,KGZ,General Government Debt (% of GDP),2028,57.1,Kyrgyzstan
5536,KHM,General Government Debt (% of GDP),2028,41.6,Cambodia
5537,KIR,General Government Debt (% of GDP),2028,63.4,Kiribati
5541,LAO,General Government Debt (% of GDP),2028,104.1,Lao People's Democratic Republic
5542,LBN,General Government Debt (% of GDP),2028,,Lebanon
5543,LBR,General Government Debt (% of GDP),2028,52.1,Liberia
5544,LCA,General Government Debt (% of GDP),2028,81.9,Saint Lucia
5545,LKA,General Government Debt (% of GDP),2028,,Sri Lanka
5546,LSO,General Government Debt (% of GDP),2028,54.4,Lesotho
5552,MAR,General Government Debt (% of GDP),2028,66.2,Morocco
5553,MDA,General Government Debt (% of GDP),2028,34.9,Moldova
5554,MDG,General Government Debt (% of GDP),2028,56.0,Madagascar
5555,MDV,General Government Debt (% of GDP),2028,91.6,Maldives
5558,MEX,General Government Debt (% of GDP),2028,57.9,Mexico
5559,MHL,General Government Debt (% of GDP),2028,34.2,Marshall Islands
5560,MKD,General Government Debt (% of GDP),2028,49.6,North Macedonia
5561,MLI,General Government Debt (% of GDP),2028,56.7,Mali
5563,MMR,General Government Debt (% of GDP),2028,65.2,Myanmar
5564,MNE,General Government Debt (% of GDP),2028,73.0,Montenegro
5565,MNG,General Government Debt (% of GDP),2028,65.7,Mongolia
5566,MOZ,General Government Debt (% of GDP),2028,67.6,Mozambique
5567,MRT,General Government Debt (% of GDP),2028,49.7,Mauritania
